,sggCd,갱신요구권사용,거래일,건축년도,계약구분,계약기간,법정동,보증금액,아파트,월세금액,전용면적,종전계약보증금,종전계약월세,지번,층
0,11710,,2025-12-01,2008,신규,26.01~28.01,신천동,"60,000",파크리오,0,121.63,,,17,24
1,11710,,2025-12-01,2004,갱신,26.01~28.01,문정동,"68,000",문정래미안,107,150.58,"60,000",120,1,13
2,11710,,2025-12-01,2018,신규,26.01~28.01,가락동,"110,000",헬리오시티,50,84.99,,,913,12
3,11710,,2025-12-01,1978,신규,26.01~28.01,잠실동,"20,000",주공아파트 5단지,180,76.5,,,27,6
4,11710,사용,2025-12-01,2013,갱신,26.01~28.01,장지동,"63,000",송파더센트레,0,59.85,"60,000",,879,19
5,11710,사용,2025-12-01,2006,갱신,26.02~28.02,잠실동,"10,000",레이크팰리스,525,135.82,"10,000",500,44,6
6,11710,사용,2025-12-01,2008,갱신,25.12~27.12,잠실동,"112,000",리센츠,189,124.22,"107,000",180,22,4
7,11710,,2025-12-01,1988,갱신,26.01~28.01,방이동,"43,000",올림픽선수기자촌1단지,130,83.06,"40,000",130,89,17
8,11710,,2025-12-01,2014,신규,25.12~26.12,풍납동,"3,000",드림스페이스II,50,13.16,,,397-1,4
9,11710,,2025-12-01,2018,신규,25.12~27.02,가락동,"25,000",헬리오시티,290,84.99,,,913,29
10,11710,,2025-12-01,1984,갱신,25.12~27.12,오금동,"60,000",현대(2-4차),75,130.93,"60,000",30,43,14
11,11710,,2025-12-01,2019,신규,25.12~27.12,풍납동,"50,000",잠실올림픽공원아이파크,150,59.97,,,514,20
12,11710,,2025-12-01,1989,신규,25.12~27.12,가락동,"35,000",현대(5차),40,54.9,,,161-2,1
13,11710,사용,2025-12-01,1986,갱신,26.01~28.01,가락동,"31,500",우성,0,43.79,"30,000",,96-1,9
14,11710,,2025-12-01,1996,신규,26.01~28.01,문정동,"47,000",건영1,0,84.39,,,72-3,8
15,11710,,2025-12-01,2008,신규,26.02~28.02,신천동,"49,000",파크리오,0,35.24,,,17,19
16,11710,사용,2025-12-01,2007,갱신,26.01~28.01,장지동,"65,000",송파파인타운10단지,0,59.96,"62,000",,856,8
17,11710,,2025-12-01,2008,신규,26.02~28.02,잠실동,"20,000",잠실엘스,420,84.8,,,19,5
18,11710,,2025-12-01,2006,갱신,25.12~27.12,잠실동,"30,000",레이크팰리스,330,84.82,"30,000",300,44,5
19,11710,,2025-12-01,2007,신규,26.01~28.01,잠실동,"105,000",트리지움,0,59.88,,,35,7
20,11710,,2025-12-01,2008,갱신,25.12~27.12,신천동,"98,000",파크리오,0,84.79,"94,000",,17,36
21,11710,,2025-12-01,2015,신규,25.12~27.11,석촌동,500,석촌호수효성해링턴타워,80,15.8307,,,24-3,5
22,11710,,2025-12-01,1979,신규,26.02~28.02,신천동,"70,000",장미2,0,82.45,,,11,5
23,11710,,2025-12-01,2008,갱신,26.01~28.02,잠실동,"74,000",리센츠,160,84.99,"60,000",160,22,6
24,11710,사용,2025-12-01,2012,갱신,26.02~28.02,송파동,"99,750",래미안송파파인탑,0,87.05,"95,000",,243,14
25,11710,,2025-12-01,2008,신규,26.02~28.02,신천동,"115,000",파크리오,0,84.97,,,17,5
