,aptDong,buyerGbn,dealingGbn,estateAgentSggNm,landLeaseholdGbn,rgstDate,sggCd,slerGbn,거래금액,거래일,건축년도,법정동,아파트,전용면적,지번,층
0,,개인,중개거래,서울 광진구,N,,11215,개인,155000,2025-12-02,1996,광장동,청구,59.95,566,8
1,,개인,중개거래,"서울 광진구, 서울 성동구",N,,11215,개인,139700,2025-12-02,1993,자양동,자양동현대,83.11,645-5,2
2,,개인,직거래,,N,,11215,개인,122992,2025-12-03,2024,광장동,광장르엣지29,73.59,530-1,12
3,,개인,중개거래,서울 광진구,N,,11215,개인,218000,2025-12-05,2000,광장동,현대파크빌,84.81,577,11
4,,개인,중개거래,서울 광진구,N,,11215,개인,250000,2025-12-05,1989,광장동,극동2,84.55,218-1,8
5,,개인,중개거래,서울 광진구,N,,11215,개인,185000,2025-12-05,1996,광장동,광나루현대,84.92,567,8
6,,개인,중개거래,서울 광진구,N,,11215,개인,84800,2025-12-05,2015,구의동,파크타운,59.26,665,6
7,,개인,중개거래,서울 광진구,N,,11215,개인,14300,2025-12-05,2014,화양동,광진코지웰,15.63,113-1,3
8,,개인,중개거래,서울 광진구,N,,11215,개인,117000,2025-12-06,1999,자양동,로얄동아,59.91,644,10
9,,개인,중개거래,서울 광진구,N,,11215,개인,92200,2025-12-06,2021,구의동,구의자이르네,59.7173,671,7
10,,개인,중개거래,"서울 강남구, 서울 광진구",N,,11215,개인,210000,2025-12-06,1996,구의동,구의현대2단지,84.91,611,15
11,,개인,중개거래,서울 광진구,N,,11215,개인,76500,2025-12-06,1996,군자동,일성파크,59.96,99,10
12,,개인,중개거래,서울 광진구,N,,11215,개인,162000,2025-12-10,1996,광장동,광나루현대,84.59,567,9
13,,개인,중개거래,서울 광진구,N,,11215,개인,220000,2025-12-12,1990,광장동,현대3,84.97,484,10
14,,개인,중개거래,서울 광진구,N,,11215,개인,15400,2025-12-12,2014,화양동,광진코지웰,18.63,113-1,6
15,,개인,중개거래,서울 광진구,N,,11215,개인,213000,2025-12-13,1990,광장동,현대3,84.97,484,11
16,,개인,중개거래,"서울 광진구, 서울 성북구",N,,11215,개인,187000,2025-12-13,2007,광장동,신동아파밀리에,84.69,250,8
17,,개인,중개거래,서울 광진구,N,,11215,개인,14300,2025-12-14,2014,화양동,광진코지웰,15.2,113-1,4
18,,개인,중개거래,"서울 광진구, 서울 서초구",N,,11215,개인,61000,2025-12-17,2023,구의동,광진파크하우스,45.5821,682,6
19,,개인,중개거래,서울 광진구,N,,11215,개인,14300,2025-12-17,2014,화양동,광진코지웰,15.63,113-1,10
20,,개인,중개거래,"서울 광진구, 서울 서초구",N,,11215,법인,61000,2025-12-17,2023,구의동,광진파크하우스,45.5821,682,6
