,aptDong,buyerGbn,dealingGbn,estateAgentSggNm,landLeaseholdGbn,rgstDate,sggCd,slerGbn,거래금액,거래일,건축년도,법정동,아파트,전용면적,지번,층
0,106,개인,중개거래,서울 영등포구,N,25.12.18,11560,개인,107000,2025-11-03,2005,신길동,보라매경남아너스빌,59.78,4780,16
1,,개인,중개거래,서울 영등포구,N,,11560,개인,123000,2025-11-04,1988,문래동3가,문래공원한신,79.46,77-2,3
2,,개인,중개거래,서울 영등포구,N,,11560,개인,327000,2025-11-06,1975,여의도동,대교,95.5,41,5
3,,개인,직거래,,N,,11560,개인,280000,2025-11-06,1978,여의도동,광장,138.31,28,11
4,,개인,중개거래,"서울 영등포구, 서울 중구",N,,11560,개인,390000,2025-11-06,1975,여의도동,삼부,77.69,30-2,10
5,,개인,중개거래,서울 영등포구,N,,11560,개인,103000,2025-11-06,1998,양평동2가,삼성래미안,84.69,38-1,9
6,,개인,중개거래,"경기 남양주시, 서울 노원구",N,,11560,개인,149400,2025-11-07,2022,신길동,더샵파크프레스티지,84.9005,4974,19
7,1,개인,중개거래,서울 영등포구,N,25.11.26,11560,개인,10000,2025-11-10,2013,당산동,훼미리하우스138,14.28,121-108,7
8,,개인,중개거래,서울 영등포구,N,,11560,개인,323500,2025-11-10,1975,여의도동,대교,95.5,41,8
9,,개인,중개거래,서울 영등포구,N,,11560,개인,36000,2025-11-10,2005,당산동5가,당산디오빌,29.23,11-33,6
10,1,개인,중개거래,서울 영등포구,N,25.11.25,11560,개인,113000,2025-11-10,1982,양평동1가,신동아,61.59,20,13
11,,개인,중개거래,서울 영등포구,N,,11560,개인,384000,2025-11-11,1978,여의도동,광장,135.84,28,10
12,,개인,중개거래,서울 영등포구,N,,11560,개인,97100,2025-11-12,2000,양평동4가,삼호한숲,59.9,94,11
13,,개인,중개거래,서울 영등포구,N,,11560,개인,113000,2025-11-12,2004,문래동3가,문래동원데자뷰,84.97,95,4
14,,개인,중개거래,서울 영등포구,N,,11560,개인,75000,2025-11-12,1992,대림동,현대1,84.75,785-1,13
15,,개인,중개거래,서울 영등포구,N,,11560,개인,89500,2025-11-12,1997,문래동6가,문래베어스타운,59.95,38-1,11
16,102동,개인,중개거래,"서울 금천구, 서울 영등포구",N,25.12.11,11560,개인,64000,2025-11-13,2022,대림동,영등포자이르네,49.01,1132,11
17,,개인,중개거래,서울 영등포구,N,,11560,개인,170000,2025-11-13,2001,문래동3가,문래자이,84.98,54,9
18,,개인,중개거래,서울 영등포구,N,,11560,개인,283000,2025-11-13,1977,여의도동,진주,94.31,54,8
