,aptDong,buyerGbn,dealingGbn,estateAgentSggNm,landLeaseholdGbn,rgstDate,sggCd,slerGbn,거래금액,거래일,건축년도,법정동,아파트,전용면적,지번,층
0,,개인,중개거래,서울 구로구,N,,11530,개인,66900,2025-11-01,2003,오류동,경남아너스빌,84.98,344,19
1,,개인,중개거래,서울 구로구,N,,11530,개인,82800,2025-11-01,1999,구로동,신도림롯데아파트,59.96,1263,7
2,,개인,중개거래,서울 구로구,N,,11530,개인,84500,2025-11-02,2009,고척동,고척LIG리가2차,84.91,340-1,9
3,9,개인,중개거래,서울 구로구,N,25.12.18,11530,개인,70500,2025-11-03,1984,구로동,보광,66.42,440,5
4,,개인,중개거래,서울 구로구,N,,11530,개인,74000,2025-11-03,1998,개봉동,영화,84.96,475,18
5,,개인,중개거래,서울 구로구,N,,11530,개인,63800,2025-11-04,2008,고척동,마젤란,59.491,338,7
6,,개인,중개거래,서울 구로구,N,,11530,개인,94000,2025-11-04,2001,개봉동,현대홈타운,115,480,22
7,303,개인,중개거래,서울 구로구,N,25.12.15,11530,개인,124500,2025-11-05,2000,신도림동,동아3,60,645,16
8,,개인,중개거래,서울 구로구,N,,11530,개인,47800,2025-11-05,1998,구로동,구로두산,44.64,1265,5
9,,개인,중개거래,서울 구로구,N,,11530,개인,59500,2025-11-05,1995,구로동,다솜금호,59.95,43-4,11
10,112,개인,중개거래,서울 구로구,N,25.11.28,11530,개인,68500,2025-11-06,2000,개봉동,한진,84.96,478,5
11,101,개인,중개거래,서울 구로구,N,25.12.05,11530,개인,70000,2025-11-07,2001,구로동,중앙하이츠(1269),59.73,1269,21
12,,개인,중개거래,서울 구로구,N,,11530,개인,71300,2025-11-07,2020,항동,항동제일풍경채포레스트,84.6614,246,10
13,,개인,직거래,,N,,11530,개인,93200,2025-11-08,2004,구로동,삼성래미안,78.665,256-1,18
14,,개인,중개거래,서울 구로구,N,,11530,개인,145000,2025-11-08,2011,신도림동,디큐브시티,105.45,692,10
15,,개인,중개거래,서울 구로구,N,,11530,개인,45000,2025-11-08,1988,구로동,한신,45.563,642-9,3
16,,개인,중개거래,서울 구로구,N,,11530,개인,79000,2025-11-08,2006,개봉동,개봉동현대아이파크,59.99,489,12
17,,개인,중개거래,서울 구로구,N,,11530,개인,89500,2025-11-08,2003,고척동,벽산,84.878,334,7
